0.14469,0.76279,0.21943,0.45511,0.096198,0.033224,0.63556,0.82634,0.5318,0.90272,0.3711,0.20877
0.088714,0.6618,0.2189,0.66197,0.12657,0.0309,0.61726,0.82731,0.52325,0.91075,0.39763,0.16519
0.060929,0.55039,0.2201,0.8258,0.25579,0.027435,0.60095,0.82918,0.51318,0.9119,0.41967,0.14389
0.063064,0.43544,0.22119,0.90293,0.44989,0.023546,0.5829,0.83075,0.503,0.91158,0.44293,0.13765
0.09505,0.32411,0.22044,0.8723,0.65747,0.020259,0.56012,0.83108,0.49367,0.91403,0.47255,0.13813
0.1548,0.22445,0.21864,0.7421,0.82219,0.016711,0.53653,0.8312,0.48407,0.91625,0.504,0.14315
0.23822,0.1439,0.21699,0.54741,0.8994,0.011916,0.51589,0.83247,0.47148,0.91359,0.53037,0.14961
0.33949,0.087964,0.21566,0.34059,0.8683,0.0065525,0.49834,0.83493,0.45634,0.90476,0.55074,0.15491
0.45172,0.060343,0.21461,0.17696,0.73732,0.0022213,0.48328,0.83748,0.44176,0.89017,0.56842,0.16609
0.56748,0.062519,0.21338,0.10029,0.54081,0,0.4695,0.84032,0.4293,0.87272,0.58614,0.19917
0.67877,0.094392,0.21184,0.13165,0.33199,0.00054824,0.45476,0.84242,0.41921,0.85426,0.60629,0.21086
0.77703,0.15418,0.20996,0.26353,0.17012,0.0039885,0.43599,0.84063,0.4099,0.83654,0.63012,0.21146
0.85793,0.23596,0.20723,0.45755,0.090926,0.0090071,0.41425,0.84437,0.40118,0.82028,0.65381,0.20723
0.91443,0.33684,0.2066,0.66574,0.12003,0.013521,0.39407,0.8481,0.39102,0.7981,0.67128,0.22386
0.94236,0.44993,0.20776,0.8319,0.25115,0.017139,0.37527,0.85044,0.37985,0.77111,0.68365,0.28603
0.94036,0.56638,0.2091,0.90999,0.44766,0.020477,0.35654,0.85257,0.37075,0.74368,0.69569,0.36917
0.90863,0.67797,0.2097,0.87909,0.65695,0.023978,0.33655,0.85406,0.36469,0.71768,0.71021,0.3944
0.84884,0.77762,0.2097,0.7479,0.82455,0.027164,0.31648,0.85387,0.35901,0.69193,0.72419,0.39363
0.76543,0.85831,0.20915,0.55056,0.904,0.029846,0.29823,0.85434,0.35249,0.66511,0.73391,0.39408
0.66411,0.91458,0.20817,0.33992,0.87373,0.032625,0.28274,0.8556,0.345,0.63625,0.73788,0.37587
0.55175,0.9426,0.2066,0.17245,0.74217,0.036591,0.2697,0.85681,0.33725,0.60604,0.7374,0.38356
0.43588,0.94053,0.20472,0.09311,0.54463,0.042434,0.25701,0.85776,0.32991,0.57402,0.73401,0.37532
0.32432,0.90843,0.20266,0.12304,0.33426,0.050426,0.24301,0.85848,0.32286,0.54102,0.72871,0.3542
0.22475,0.84843,0.20051,0.25398,0.16738,0.060282,0.22758,0.85917,0.31552,0.50837,0.72141,0.28832
0.14402,0.76475,0.1988,0.45075,0.088573,0.071246,0.21114,0.86004,0.30769,0.47509,0.71121,0.193
0.087697,0.66336,0.19817,0.66052,0.11863,0.082121,0.19532,0.86146,0.29943,0.43975,0.69663,0.13326
0.059707,0.55156,0.19945,0.82698,0.24893,0.091624,0.18275,0.86376,0.29115,0.40014,0.67629,0.10756
0.061718,0.43615,0.20053,0.90585,0.44533,0.10054,0.1691,0.86561,0.2846,0.36301,0.65743,0.10684
0.093791,0.32448,0.20008,0.8754,0.65552,0.10977,0.15231,0.86613,0.281,0.33169,0.64543,0.10617
0.15368,0.22469,0.19898,0.74409,0.82247,0.11883,0.13594,0.86577,0.28113,0.30309,0.63782,0.11231
0.23725,0.14363,0.19715,0.54712,0.90161,0.1283,0.1207,0.86425,0.28524,0.27646,0.63444,0.1135
0.33888,0.087069,0.19528,0.33714,0.87123,0.13823,0.10904,0.86225,0.29243,0.2494,0.63184,0.11815
0.45181,0.058811,0.19366,0.17043,0.73855,0.14903,0.10137,0.86075,0.30257,0.22151,0.6289,0.13005
0.56802,0.060896,0.19216,0.092265,0.54031,0.16166,0.095554,0.8582,0.31558,0.19427,0.6276,0.16016
0.67987,0.092794,0.19057,0.12325,0.32869,0.17655,0.089748,0.85566,0.33138,0.16961,0.62894,0.18793
0.77987,0.15178,0.18807,0.25556,0.16008,0.19406,0.080026,0.85364,0.34932,0.15065,0.63469,0.19667
0.86048,0.23501,0.18603,0.45476,0.08262,0.21301,0.067562,0.84946,0.36657,0.13405,0.64091,0.20312
0.91784,0.33597,0.1852,0.66567,0.11082,0.23107,0.056837,0.85086,0.38262,0.11715,0.64004,0.21421
0.94555,0.45033,0.18702,0.83542,0.24588,0.2475,0.048438,0.84788,0.39516,0.096832,0.6315,0.26478
0.94296,0.56786,0.18885,0.9148,0.44781,0.26273,0.039504,0.84574,0.40611,0.07985,0.61931,0.35483
0.9104,0.68016,0.1895,0.88234,0.66265,0.27712,0.029023,0.84415,0.41559,0.068973,0.6058,0.39415
0.85012,0.78007,0.18967,0.74687,0.83242,0.29019,0.019874,0.84352,0.42318,0.060892,0.58786,0.38629
0.76614,0.86105,0.18969,0.54491,0.91154,0.30209,0.013742,0.84394,0.42854,0.053385,0.56313,0.37665
0.66411,0.91746,0.18923,0.33052,0.87909,0.31376,0.0099481,0.84498,0.43152,0.046644,0.53205,0.37296
0.55099,0.94536,0.18809,0.1609,0.74394,0.32627,0.0083975,0.84615,0.43302,0.041694,0.49622,0.38723
0.43453,0.94287,0.18633,0.081358,0.5422,0.34029,0.0083106,0.8472,0.43371,0.039357,0.45754,0.37529
0.32257,0.91023,0.18439,0.1132,0.32799,0.35597,0.0080555,0.84816,0.43383,0.03922,0.41735,0.35324
0.22273,0.84963,0.18245,0.2478,0.15881,0.37314,0.0064872,0.84904,0.43336,0.041784,0.37684,0.29791
0.14188,0.76531,0.18098,0.44887,0.079861,0.39093,0.0042163,0.85017,0.43206,0.04645,0.33553,0.1844
0.085615,0.66333,0.18075,0.66244,0.11189,0.40802,0.0032739,0.85194,0.42992,0.051277,0.29201,0.12569
0.057791,0.55085,0.18216,0.83126,0.24598,0.42335,0.0048991,0.85454,0.42759,0.055324,0.24665,0.1063
0.060153,0.43478,0.18331,0.91024,0.44694,0.43771,0.0054011,0.85655,0.4267,0.064096,0.20659,0.1101
0.092701,0.32264,0.18311,0.87774,0.66109,0.45173,0.0035625,0.85735,0.42846,0.080248,0.17646,0.11293
0.15319,0.22253,0.18226,0.74267,0.8304,0.46508,0.0025522,0.85727,0.43368,0.10079,0.15452,0.12047
0.23744,0.14135,0.18079,0.54131,0.9096,0.4783,0.0031783,0.85613,0.44262,0.12444,0.14044,0.12929
0.33972,0.084831,0.17923,0.32757,0.87713,0.49165,0.0069789,0.85441,0.45461,0.14872,0.13163,0.13316
0.45299,0.057052,0.17827,0.15889,0.74147,0.50544,0.014509,0.85248,0.46912,0.17147,0.1262,0.15981
0.56943,0.059639,0.1775,0.080615,0.5393,0.52059,0.023475,0.85007,0.48595,0.19469,0.1258,0.19728
0.68115,0.092174,0.17653,0.11362,0.3251,0.53767,0.032004,0.84692,0.50438,0.22088,0.13167,0.21357
0.78055,0.15208,0.17482,0.24913,0.15645,0.55677,0.037889,0.84318,0.5233,0.25268,0.14428,0.22145
0.86098,0.23572,0.17345,0.45077,0.07841,0.5766,0.042598,0.83951,0.54086,0.28677,0.15931,0.21037
0.91668,0.33818,0.174,0.66496,0.11212,0.59513,0.049113,0.8364,0.55549,0.31821,0.1706,0.2244
0.94432,0.45174,0.17556,0.83357,0.24735,0.61182,0.05647,0.83561,0.567,0.34885,0.1784,0.28865
0.94188,0.56851,0.17721,0.91195,0.44874,0.62666,0.063318,0.83595,0.57566,0.38083,0.18504,0.36208
0.90979,0.68013,0.17795,0.87894,0.66191,0.63994,0.06923,0.83761,0.58209,0.41614,0.19247,0.38634
0.84978,0.77985,0.17844,0.74406,0.83124,0.65132,0.076883,0.83886,0.58547,0.45177,0.19817,0.38761
0.76595,0.86068,0.17854,0.54297,0.91087,0.66113,0.086509,0.84062,0.58556,0.48647,0.20074,0.38799
0.66413,0.91684,0.1779,0.32906,0.87928,0.67037,0.09764,0.84305,0.58276,0.52001,0.20061,0.37877
0.55119,0.94478,0.17707,0.1597,0.74496,0.67967,0.11122,0.84578,0.57797,0.5509,0.19763,0.37829
0.43478,0.94249,0.17597,0.080142,0.54407,0.68985,0.12604,0.84846,0.57205,0.58017,0.19386,0.37132
0.32285,0.91003,0.17459,0.11154,0.33062,0.7014,0.14029,0.85079,0.56535,0.60876,0.19139,0.35588
0.22292,0.84964,0.17333,0.2455,0.16192,0.71401,0.15243,0.85296,0.55777,0.63624,0.19062,0.30075
0.14185,0.76558,0.17277,0.4459,0.08308,0.72678,0.16319,0.85538,0.54901,0.66154,0.19026,0.1966
0.085256,0.66372,0.1733,0.65895,0.115,0.73863,0.17424,0.85829,0.53911,0.68397,0.18913,0.13037
0.05713,0.55137,0.17569,0.82732,0.24855,0.74828,0.18826,0.86211,0.52841,0.70139,0.1857,0.10779
0.059159,0.43552,0.17817,0.90629,0.44854,0.75625,0.20189,0.86572,0.51827,0.71915,0.18562,0.1076
0.091401,0.32331,0.1788,0.87413,0.66196,0.7636,0.2122,0.86823,0.50906,0.74225,0.19444,0.11075
0.15166,0.22296,0.17847,0.73968,0.83081,0.76928,0.22271,0.87083,0.49947,0.76731,0.20753,0.12158
0.23572,0.14146,0.17743,0.53922,0.90987,0.77312,0.23423,0.87418,0.4875,0.79217,0.2215,0.129
0.33802,0.084557,0.17635,0.32631,0.87711,0.77554,0.24896,0.879,0.47356,0.81388,0.23386,0.13449
0.45151,0.056298,0.17554,0.1584,0.74144,0.77785,0.26803,0.88399,0.46046,0.83191,0.24613,0.15792
0.56849,0.058364,0.17453,0.080564,0.53939,0.78139,0.28928,0.88829,0.44954,0.84838,0.26167,0.17612
0.68145,0.09008,0.1731,0.11363,0.32322,0.78649,0.3097,0.89406,0.44085,0.8641,0.28145,0.19898
0.78176,0.14988,0.17126,0.25054,0.1544,0.79332,0.32639,0.89755,0.43237,0.88049,0.30645,0.20252
0.86309,0.23357,0.16958,0.4535,0.076847,0.80054,0.34104,0.90113,0.42249,0.89582,0.33259,0.21209
0.91997,0.33605,0.16963,0.66842,0.11049,0.80618,0.35717,0.90615,0.41054,0.90528,0.35425,0.22176
0.94813,0.45027,0.17074,0.83816,0.24802,0.81016,0.37322,0.91068,0.39724,0.91055,0.37398,0.26772
0.94727,0.56675,0.17114,0.91556,0.44777,0.81296,0.38824,0.91928,0.38641,0.91544,0.3961,0.35654
0.91538,0.67994,0.17207,0.88352,0.66337,0.81443,0.40405,0.92305,0.37733,0.91688,0.42117,0.39968
0.85495,0.78139,0.17283,0.7484,0.83599,0.81426,0.42111,0.92463,0.36856,0.91566,0.44723,0.39611
0.77056,0.86355,0.17292,0.5452,0.91761,0.81265,0.43949,0.92669,0.35927,0.91157,0.47234,0.38414
0.66781,0.92099,0.17262,0.32857,0.88654,0.8103,0.45914,0.92889,0.34961,0.90277,0.49572,0.38153
0.55363,0.94982,0.1719,0.15657,0.75147,0.80832,0.47989,0.93051,0.34081,0.88978,0.51853,0.39095
0.43592,0.94792,0.17055,0.074902,0.54857,0.80752,0.5016,0.93128,0.33329,0.87483,0.54208,0.38312
0.32267,0.91549,0.16885,0.10551,0.3322,0.80809,0.5227,0.93123,0.32715,0.85833,0.56701,0.35474
0.22151,0.85475,0.16713,0.24019,0.16053,0.80985,0.5414,0.93047,0.32198,0.84006,0.59319,0.28863
0.13941,0.76996,0.16589,0.44268,0.079406,0.81175,0.55855,0.92963,0.31678,0.81976,0.61815,0.19534
0.082051,0.66716,0.16578,0.65866,0.11025,0.81253,0.57581,0.92922,0.31106,0.79592,0.63919,0.12373
0.053359,0.55366,0.16744,0.83029,0.24443,0.81103,0.59485,0.92952,0.30522,0.76678,0.6547,0.095067
0.055105,0.43644,0.16897,0.91181,0.44673,0.80792,0.61194,0.92937,0.30051,0.73818,0.67019,0.090555
0.087318,0.32294,0.1689,0.88095,0.66338,0.80393,0.62503,0.92818,0.29723,0.7139,0.68939,0.088664
0.14783,0.22141,0.16814,0.74614,0.83559,0.79806,0.63807,0.92713,0.294,0.69071,0.70714,0.092315
0.23241,0.13895,0.16687,0.5438,0.91726,0.79006,0.65203,0.927,0.28834,0.66698,0.7195,0.1014
0.33535,0.081312,0.16554,0.32802,0.88623,0.78054,0.66861,0.92792,0.28068,0.64075,0.72474,0.11075
0.44956,0.052587,0.16463,0.15693,0.75067,0.77075,0.68828,0.92906,0.27384,0.61059,0.7244,0.1225
0.5671,0.054448,0.16378,0.076581,0.54739,0.7621,0.70787,0.92958,0.26933,0.5781,0.72234,0.13266
0.68005,0.086537,0.16266,0.1084,0.3311,0.75526,0.72622,0.92907,0.26737,0.54604,0.72069,0.14485
0.78071,0.14615,0.16037,0.24408,0.1601,0.75056,0.74015,0.92747,0.2671,0.51838,0.72183,0.14921
0.86234,0.22986,0.15845,0.4472,0.080142,0.74642,0.75162,0.92561,0.26676,0.49055,0.72148,0.15034
0.91933,0.33262,0.15857,0.6637,0.11192,0.74067,0.76487,0.92486,0.26549,0.45814,0.71394,0.14514
0.94781,0.44715,0.16005,0.83559,0.24749,0.73311,0.77832,0.92462,0.26402,0.42274,0.7021,0.14236
0.94583,0.56532,0.1621,0.91671,0.45081,0.72411,0.79132,0.92394,0.265,0.38651,0.69048,0.14902
0.91372,0.6788,0.16376,0.8851,0.66739,0.71401,0.80424,0.92235,0.26957,0.35225,0.68215,0.14612
0.85363,0.7799,0.16468,0.74939,0.83915,0.7026,0.81726,0.92029,0.27601,0.32009,0.676,0.13671
0.76952,0.8617,0.16454,0.5461,0.92041,0.6902,0.82971,0.9178,0.28273,0.28992,0.67106,0.13259
0.66722,0.91882,0.16383,0.32944,0.88897,0.6773,0.84326,0.91525,0.28984,0.25979,0.6656,0.1323
0.5536,0.94756,0.1629,0.1576,0.75331,0.66487,0.85867,0.91197,0.29887,0.2293,0.66023,0.12674
0.43638,0.94577,0.16144,0.076485,0.55003,0.65388,0.87365,0.90765,0.31023,0.2004,0.6572,0.10991
0.32346,0.91361,0.15981,0.10785,0.33372,0.64447,0.88639,0.90248,0.32338,0.17318,0.65649,0.093155
0.22251,0.85323,0.1582,0.24319,0.16247,0.63637,0.89595,0.89674,0.33767,0.14843,0.65741,0.086372
0.14049,0.76867,0.15668,0.44611,0.082271,0.62903,0.90227,0.89062,0.35222,0.12682,0.65867,0.085466
0.083022,0.66559,0.15519,0.66217,0.1148,0.62169,0.90532,0.88423,0.36661,0.1089,0.65935,0.096747
0.054094,0.55109,0.15393,0.83337,0.25134,0.61337,0.90621,0.87783,0.38079,0.094145,0.65828,0.097732
0.055694,0.43314,0.15319,0.91388,0.45522,0.60324,0.90679,0.87167,0.39514,0.081623,0.6543,0.097725
0.087711,0.31971,0.15267,0.88218,0.6719,0.59106,0.90778,0.8659,0.40969,0.071665,0.64726,0.098725
0.14796,0.21847,0.15202,0.74682,0.84343,0.57679,0.90971,0.86097,0.42312,0.064196,0.63569,0.10099
0.23228,0.13628,0.15097,0.54422,0.92402,0.56056,0.91313,0.85735,0.43328,0.05905,0.6171,0.10531
0.33494,0.078697,0.14954,0.3287,0.89191,0.54336,0.91838,0.85484,0.441,0.055117,0.59165,0.11561
0.44898,0.049707,0.14819,0.1582,0.75527,0.52651,0.9253,0.85304,0.44909,0.050709,0.56145,0.12679
0.56692,0.051106,0.14698,0.078541,0.54963,0.51075,0.93354,0.85269,0.45846,0.046408,0.5279,0.13854
0.6808,0.082834,0.14588,0.11186,0.32989,0.49658,0.94193,0.85346,0.46935,0.043792,0.49311,0.13539
0.78341,0.14232,0.14457,0.24969,0.15317,0.48399,0.9486,0.85692,0.48142,0.044683,0.45853,0.13419
0.86595,0.22748,0.14449,0.45787,0.073027,0.47205,0.9533,0.85628,0.4916,0.046292,0.42327,0.13776
0.92492,0.33022,0.14428,0.67724,0.10362,0.45991,0.95566,0.86034,0.50115,0.051582,0.38737,0.14561
0.95594,0.44452,0.14452,0.8515,0.23806,0.44687,0.9562,0.86638,0.51055,0.058721,0.35225,0.14655
0.95631,0.5632,0.14532,0.93525,0.44221,0.43296,0.955,0.87138,0.52179,0.067215,0.32148,0.16146
0.92532,0.67864,0.14656,0.90614,0.6639,0.41819,0.95271,0.87256,0.53506,0.077293,0.29709,0.16215
0.86478,0.78286,0.14797,0.77064,0.84456,0.40225,0.95032,0.87025,0.5484,0.089152,0.27744,0.15898
0.7793,0.86784,0.1487,0.56301,0.93406,0.38549,0.94819,0.86717,0.56091,0.10397,0.26135,0.15505
0.67485,0.92759,0.14856,0.33835,0.90776,0.36879,0.94662,0.86399,0.57288,0.12146,0.2486,0.14674
0.55853,0.95809,0.14766,0.15678,0.77271,0.35321,0.9456,0.86023,0.58543,0.14142,0.24016,0.13955
0.43818,0.95734,0.14632,0.066993,0.56507,0.33941,0.94376,0.85584,0.59892,0.16328,0.23668,0.12397
0.32194,0.9254,0.14485,0.092991,0.3406,0.32766,0.93978,0.85092,0.6132,0.18713,0.23822,0.10443
0.21781,0.86434,0.14329,0.22764,0.15948,0.31785,0.93329,0.84561,0.62757,0.21401,0.24412,0.084269
0.1329,0.77829,0.14174,0.43481,0.07028,0.30921,0.92372,0.84033,0.64082,0.24409,0.25267,0.087781
0.073013,0.67304,0.14029,0.65904,0.097146,0.30102,0.91065,0.83509,0.6524,0.27665,0.26287,0.091483
0.042279,0.55583,0.13912,0.84014,0.23292,0.29233,0.8951,0.83007,0.66251,0.31093,0.27371,0.091775
0.042829,0.43472,0.13835,0.92957,0.44117,0.28235,0.87884,0.82543,0.67162,0.34616,0.2844,0.091198
0.074616,0.31801,0.1379,0.90343,0.66614,0.27075,0.86281,0.82135,0.67979,0.38162,0.29445,0.092045
0.13547,0.21351,0.13729,0.76874,0.84768,0.25753,0.84783,0.81817,0.6861,0.41765,0.30269,0.095586
0.2212,0.12842,0.13644,0.56172,0.93735,0.24266,0.8347,0.81638,0.68805,0.45302,0.30601,0.1013
0.32581,0.068697,0.13577,0.33796,0.91114,0.22685,0.82408,0.81586,0.6861,0.48521,0.30334,0.11363
0.44229,0.038234,0.13522,0.15722,0.77569,0.2117,0.81613,0.81593,0.68335,0.51434,0.29761,0.11742
0.56324,0.038507,0.13427,0.067775,0.5654,0.19839,0.80921,0.81797,0.68151,0.54248,0.2919,0.12023
0.68089,0.069346,0.13288,0.094422,0.33504,0.1875,0.80186,0.82279,0.68149,0.57082,0.28843,0.14576
0.78588,0.1303,0.13237,0.23269,0.15078,0.17857,0.79366,0.82511,0.68101,0.5973,0.28658,0.16863
0.87254,0.21575,0.13205,0.44354,0.05674,0.17068,0.78379,0.83139,0.67963,0.62356,0.28495,0.17986
0.93288,0.32211,0.13338,0.67367,0.085231,0.16293,0.77249,0.83338,0.6752,0.64648,0.28324,0.19525
0.9634,0.44096,0.13557,0.85864,0.2265,0.1547,0.75952,0.83416,0.66899,0.66781,0.28271,0.223
0.96294,0.56315,0.13746,0.94753,0.43958,0.14602,0.74483,0.83661,0.66411,0.69007,0.28681,0.31869
0.93116,0.68086,0.13888,0.91774,0.66872,0.13704,0.7286,0.83841,0.66136,0.71323,0.29772,0.34141
0.86984,0.78648,0.13993,0.77752,0.85356,0.12733,0.71204,0.83893,0.65867,0.73598,0.31303,0.36294
0.78324,0.87255,0.14014,0.56368,0.94431,0.11726,0.69659,0.83886,0.65487,0.75892,0.33084,0.37181
0.67753,0.9331,0.1396,0.33296,0.91551,0.10748,0.68303,0.83923,0.65033,0.78057,0.34994,0.36929
0.55968,0.96424,0.13874,0.14753,0.77518,0.098835,0.67067,0.83956,0.64563,0.79908,0.37017,0.38212
0.43772,0.96369,0.13739,0.056894,0.561,0.092184,0.65817,0.83968,0.64087,0.81587,0.39267,0.37189
0.31993,0.93146,0.13572,0.085288,0.33039,0.087884,0.64412,0.83956,0.63611,0.83131,0.41793,0.34894
0.21432,0.86974,0.134,0.22507,0.1452,0.085756,0.62741,0.83932,0.63089,0.84537,0.44546,0.28572
0.12817,0.78289,0.13285,0.43867,0.054896,0.08488,0.60883,0.83936,0.62441,0.85658,0.47283,0.18476
0.067427,0.67714,0.13307,0.66878,0.083277,0.083855,0.59048,0.84025,0.61617,0.86279,0.49692,0.13369
0.036262,0.55984,0.13492,0.85375,0.22247,0.081689,0.5736,0.84207,0.60642,0.863,0.51681,0.10849
0.036682,0.43825,0.13651,0.94411,0.43581,0.078989,0.55489,0.84368,0.59652,0.86284,0.53806,0.10761
0.068798,0.32025,0.13663,0.91529,0.66633,0.076247,0.53298,0.84458,0.58693,0.86509,0.56392,0.11089
0.13042,0.21433,0.13598,0.77521,0.85162,0.072684,0.5111,0.84574,0.5766,0.86678,0.59029,0.11826
0.21722,0.12793,0.13481,0.5616,0.94205,0.06812,0.49045,0.84774,0.56362,0.86595,0.61375,0.12596
0.32326,0.067135,0.13364,0.33167,0.91328,0.063235,0.47268,0.85045,0.54871,0.86036,0.63282,0.13108
0.44179,0.035706,0.13242,0.14664,0.77119,0.059352,0.45851,0.85479,0.53493,0.85039,0.64932,0.14558
0.56434,0.03599,0.13101,0.057207,0.55522,0.057764,0.4454,0.8585,0.5232,0.83774,0.66666,0.18202
0.68276,0.067763,0.12943,0.087229,0.3226,0.058977,0.43146,0.86209,0.51404,0.82352,0.68642,0.21028
0.78963,0.12802,0.12681,0.22885,0.13352,0.063144,0.41376,0.86797,0.50734,0.8113,0.71009,0.21362
0.87545,0.21532,0.12547,0.44694,0.046729,0.06898,0.39372,0.86759,0.49911,0.79599,0.73411,0.2119
0.9359,0.32208,0.12525,0.67933,0.079707,0.074789,0.37359,0.86883,0.49022,0.77749,0.7543,0.23399
0.96569,0.44198,0.12661,0.86479,0.22798,0.079954,0.35369,0.86675,0.47959,0.7551,0.77066,0.284
0.9637,0.56561,0.1286,0.95121,0.44866,0.084473,0.33443,0.86484,0.47098,0.73068,0.78576,0.34725
0.93171,0.68323,0.12989,0.91456,0.67724,0.088225,0.3166,0.86843,0.46577,0.70694,0.79988,0.38712
0.87009,0.78879,0.13078,0.76875,0.85872,0.091289,0.29978,0.87021,0.46054,0.68307,0.81254,0.38857
